회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS연결),자산(*)(IFRS연결),당기순이익(손실)(IFRS연결),현금및현금성자산(*)(IFRS연결),금융비용(IFRS연결),부채(*)(IFRS연결),자본(*)(IFRS연결),* (정상)영업손익(보고서기재)(IFRS연결),판매비와 관리비(물류원가 등 포함)(*)(IFRS연결),비유동자산(*)(IFRS연결),이익잉여금(*)(연결),기타(영업)비용(*)(IFRS연결)
(주)텔레칩스,054450,2019/12,132195565,155740434,8315944,10772919,0,52766471,102973964,7646362,51235280,75429830,84579568,0
(주)텔레필드,091440,2019/12,56538905,58220186,4888415,4914779,0,31002753,27217433,5688535,12560703,14907231,10346417,0
(주)텔콘알에프제약,200230,2019/12,56590831,129486701,-54961722,15727795,0,16361859,113124842,2995155,12155141,96893906,-62318890,0
(주)토박스코리아,215480,2019/12,,,,,,,,,,,,
(주)토비스,051360,2019/12,418881870,281164074,22081822,20823924,0,87081475,194082599,30657766,51785213,99267781,156258437,0
(주)토탈소프트뱅크,045340,2019/12,,,,,,,,,,,,
(주)톱텍,108230,2019/12,167160373,451010686,210762,147275259,0,109147874,341862812,-6564372,27648895,175896850,261318828,0
(주)투비소프트,079970,2019/12,40782024,86165522,-21468230,6815386,0,38440055,47725468,-10802300,28167573,43471731,-51987497,0
(주)트루윈,105550,2019/12,,,,,,,,,,,,
(주)특수건설,026150,2019/12,193202917,172203512,784653,24745760,0,85694364,86509148,894458,11673585,68409795,29510307,0
(주)티라유텍,322180,2019/12,,,,,,,,,,,,
(주)티로보틱스,117730,2019/12,51553281,78214298,-3373264,16589253,0,47870064,30344234,-3997571,13217754,37070156,-4345646,0
(주)티비씨,033830,2019/12,49281263,121715439,5567951,1487695,0,11054999,110660440,5247959,7856394,32193232,62546849,0
(주)티사이언티픽,057680,2019/12,,,,,,,,,,,,
(주)티씨케이,064760,2019/12,,,,,,,,,,,,
(주)티앤알바이오팹,246710,2019/12,,,,,,,,,,,,
(주)티에스넥스젠,043220,2019/12,42661536,63428293,924485,10263715,0,28769940,34658353,3388671,7265802,33158570,-44106449,0
(주)티에스이,131290,2019/12,191490314,263601878,15990194,26456967,0,68776932,194824946,20664362,31465641,130599635,140473814,0
(주)티에스트릴리온,317240,2019/12,,,,,,,,,,,,
(주)티엘아이,062860,2019/12,41981841,79837780,1086893,9865437,0,5003855,74833924,253402,10675065,50430547,21422155,0
(주)티움바이오,321550,2019/12,,,,,,,,,,,,
(주)티케이케미칼,104480,2019/12,620804114,680221627,9491938,8664054,0,408539887,271681740,9635619,27583494,466317825,78497743,0
(주)티티씨디펜스,309900,2019/12,,,,,,,,,,,,
(주)티플랙스,081150,2019/12,,,,,,,,,,,,
(주)티피씨,130740,2019/12,84685070,128699080,-2856259,8321881,0,61919595,66779485,535865,15436820,73235552,40252593,0
(주)티피씨메카트로닉스,048770,2019/12,101092281,108184723,-4060322,7187995,0,80439397,27745326,174011,16056569,39257244,11764408,0
(주)파나진,046210,2019/12,,,,,,,,,,,,
(주)파라다이스,034230,2019/12,979432909,3470353602,6729907,221626614,0,1866151022,1604202581,51868334,87671195,2938157892,644256346,0
(주)파라텍,033540,2019/12,126614043,123595723,-29633121,1012193,0,70499766,53095956,-37047419,11433569,64519200,45012292,0
(주)파루,043200,2019/12,53144288,67704582,216001,5839387,0,22082690,45621892,158353,11780775,38705181,-35193314,0
(주)파마리서치,214450,2019/12,83871642,269925427,14850658,19737960,0,41501860,228423567,19062361,31043153,165452750,82783081,0
(주)파멥신,208340,2019/12,0,161346976,-10158298,46217280,0,93563709,67783267,-10104255,10104255,25185460,-47117748,0
(주)파버나인,177830,2019/12,103613096,127289836,-12583773,5350997,0,81887630,45402207,-4924268,11404899,90546217,21606311,0
(주)파세코,037070,2019/12,,,,,,,,,,,,
(주)파수,150900,2019/12,35364081,47277311,-4500124,8839153,0,30753707,16523604,-3621275,21053662,20455958,-10257371,0
(주)파워넷,037030,2019/12,128553806,106275532,5418184,11860261,0,53169702,53105830,5156742,13755722,58541444,22480789,0
(주)파워로직스,047310,2019/12,1107914323,411390411,54994898,35370361,0,171017514,240372897,50574513,57551406,202065385,80131830,0
(주)파이오링크,170790,2019/12,,,,,,,,,,,,
(주)파인디앤씨,049120,2019/12,77522237,103603701,-3722370,1691732,0,58327837,45275863,-421576,8435071,70513663,3926689,0
(주)파인디지털,038950,2019/12,96058312,106556674,-108749,7847478,0,17194993,89361682,-216891,30673671,30695700,39535883,0
(주)파인테크닉스,106240,2019/12,134292076,141853537,-2154808,8980343,0,58896753,82956785,6917682,9831277,89335523,-37289250,0
(주)파인텍,131760,2019/12,77881195,120241702,90323,5740627,0,57626373,62615329,3554682,12411283,66730473,-29186186,0
(주)파커스,065690,2019/12,100770338,117947379,-3785758,13951737,0,35245098,82702281,-4129339,9734101,52382609,69008963,0
(주)파크시스템스,140860,2019/12,51973742,60509518,8506309,11581122,0,16146222,44363296,8035712,26163497,6272040,26220968,0
(주)파트론,091700,2019/12,1254596912,520807910,64151886,43191115,0,118690365,402117545,105172046,82839854,305632896,364470552,0
(주)팍스넷,038160,2019/12,10679469,78950571,-29969290,2771635,0,65723167,13227404,-16158578,26838047,26838200,-12920536,0
(주)팜스빌,318010,2019/12,29952152,67813318,7235997,6691872,0,12306040,55507278,7106736,15183744,22930891,29366435,0
(주)팜스토리,027710,2019/12,970847162,641303796,-13759043,36074497,0,472440486,168863310,14771956,89000029,224097112,72287195,0
(주)팬스타엔터프라이즈,054300,2019/12,,,,,,,,,,,,
(주)팬엔터테인먼트,068050,2019/12,40218963,77504362,1133304,1449166,0,29706898,47797465,1074326,2372525,57536187,2316593,0
(주)팬젠,222110,2019/12,,,,,,,,,,,,
(주)펄어비스,263750,2019/12,535936506,867391015,157651214,176366336,0,278374338,589016677,150603492,385333015,417262038,389231287,0
(주)펩트론,087010,2019/12,,,,,,,,,,,,
(주)포메탈,119500,2019/12,,,,,,,,,,,,
(주)포스코아이씨티,022100,2019/12,969787010,675419400,39675368,97735816,0,309150208,366269191,48101225,83636890,221590394,68712827,0
(주)포스코엠텍,009520,2019/12,,,,,,,,,,,,
(주)포인트엔지니어링,256630,2019/12,46664976,89912932,1133556,28154232,0,23459135,66453796,4655179,9122081,48403181,43961447,0
(주)포커스에이치엔에스,331380,2019/12,,,,,,,,,,,,
(주)폴라리스세원,234100,2019/12,81394444,81615938,3312198,10510558,0,37330117,44285821,6347206,9503807,43245765,19435665,0
(주)폴라리스오피스,041020,2019/12,21048806,35218535,-7753316,4780065,0,7131127,28087408,-5948733,26997539,17914517,-14220162,0
(주)폴라리스우노,114630,2019/12,42427955,71963428,-473522,15567575,0,4948470,67014958,-133412,7793132,30629252,31712911,0
(주)푸드나무,290720,2019/12,64782146,56821288,4453856,18715510,0,6059234,50762054,5467595,18467584,8279102,16328212,0
(주)푸드웰,005670,2019/12,143937185,149502310,31984838,19985486,0,66601657,82900653,8582865,13836684,65189490,72978333,0
(주)푸른기술,094940,2019/12,23398104,35570056,597559,4931221,0,6968063,28601993,372414,5222633,13703443,17882007,0
(주)퓨전,195440,2019/12,16289844,55650352,-13731576,5670351,0,24622106,31028245,-10431975,12045787,30247421,-27355675,0
(주)퓨쳐켐,220100,2019/12,8166655,63214939,-5489808,2558634,0,51743986,11470953,-5366988,5879563,29100598,-21827237,0
(주)프럼파스트,035200,2019/12,29378879,38189682,1182469,7414288,0,2986358,35203325,1526495,4372502,9325572,28049405,0
(주)프로스테믹스,203690,2019/12,7127477,31839070,-3183337,6062764,0,3485326,28353744,-2274174,6853400,16624876,17310617,0
(주)프로이천,321260,2019/12,,,,,,,,,,,,
(주)프로텍,053610,2019/12,179775053,232522656,37400834,71317717,0,24931538,207591118,46006680,19755552,84020139,191962553,0
(주)프리엠스,053160,2019/12,18444454,48323778,540725,616686,0,2832704,45491074,-432176,3758830,9299372,30717738,0
(주)플래스크,041590,2019/12,18906182,146731294,-71341362,7263693,0,70045143,76686151,-3974493,5911159,128382840,-85248371,0
(주)플랜티넷,075130,2019/12,23557318,83298766,2669253,13721121,0,7778447,75520319,2749843,20807475,52400735,46432329,0
(주)플레이디,237820,2019/12,,,,,,,,,,,,
(주)플레이위드,023770,2019/12,,,,,,,,,,,,
(주)플리토,300080,2019/12,1985147,26410723,-5970720,4207321,0,2309406,24101317,-5737235,7722382,1487049,-21194353,0
(주)피델릭스,032580,2019/12,,,,,,,,,,,,
(주)피씨디렉트,051380,2019/12,,,,,,,,,,,,
(주)피에이치씨,057880,2019/12,9387758,68416700,-25521284,4950734,0,43973982,24442718,-6539236,7906267,47487679,-82518801,0
(주)피엔티,137400,2019/12,321405860,500330962,-3016158,4218918,0,428645896,71685066,1477775,29337988,89170977,36745090,0
(주)피엔풍년,024940,2019/12,,,,,,,,,,,,
(주)피제이메탈,128660,2019/12,,,,,,,,,,,,
(주)피제이전자,006140,2019/12,,,,,,,,,,,,
(주)피피아이,062970,2019/12,,,,,,,,,,,,
(주)픽셀플러스,087600,2019/12,,,,,,,,,,,,
(주)필옵틱스,161580,2019/12,140395327,191044738,-16001294,7665844,0,132795981,58248757,-14922777,29037815,107995418,-4732146,0
(주)하림,136480,2019/12,805855041,768027564,-39850732,50876367,0,513207511,254820052,-43423258,135107583,483294140,2408637,0
(주)하림지주,003380,2019/12,7350259327,8615722154,94582869,565224526,0,5166235939,3449486215,306510649,1030209563,6088067628,986973905,0
(주)하이로닉,149980,2019/12,20128483,46866861,3048462,2149915,0,5335419,41531441,2612626,9387241,17571851,19005621,0
(주)하이비젼시스템,126700,2019/12,134228522,165852207,6512620,18542795,0,40677551,125174656,3648154,35060400,62204731,107769817,0
(주)하이소닉,106080,2019/12,13164584,18798333,-7318936,4317355,0,7573373,11224960,-5783565,3041315,8464453,-75973581,0
(주)하이텍팜,106190,2019/12,,,,,,,,,,,,
(주)하츠,066130,2019/12,,,,,,,,,,,,
(주)한국가구,004590,2019/12,65652789,138462058,6068565,6306390,0,34677574,103784484,8690313,13432931,98523112,79982157,0
(주)한국경제티브이,039340,2019/12,77771130,146441417,15014545,12557676,0,24541672,121899744,13691976,64079154,88660867,102209668,0
(주)한국비엔씨,256840,2019/12,,,,,,,,,,,,
(주)한국아트라스비엑스,023890,2019/12,648039575,480320191,53123964,51580666,0,113164071,367156120,64618545,47890132,199636432,598778469,0
(주)한국코퍼레이션,050540,2019/12,121548545,112899793,-10563762,3897727,0,74321802,38577991,-9176327,16247310,86306140,-30549713,0
(주)한국큐빅,021650,2019/12,156801233,131106581,3347893,14607432,0,73890403,57216178,5965019,11180499,60886038,30082519,0
(주)한국테크놀로지,053590,2019/12,216247925,167180236,-17357157,2316805,0,132362475,34817761,-4223561,21469667,80574392,-26359455,0
(주)한국팩키지,037230,2019/12,,,,,,,,,,,,
(주)한글과컴퓨터,030520,2019/12,319255505,651671869,22125531,82607723,0,318008571,333663298,33207231,131760936,411599910,139943957,0
(주)한네트,052600,2019/12,,,,,,,,,,,,
(주)한독크린텍,256150,2019/12,,,,,,,,,,,,
(주)한빛소프트,047080,2019/12,43542409,43119214,2348732,6133311,0,26826722,16292491,-272426,11998985,20943439,-37668975,0
(주)한송네오텍,226440,2019/12,,,,,,,,,,,,
(주)한일진공,123840,2019/12,26220461,122792471,-31586946,25695750,0,24832010,97960461,-8377621,11599163,77192494,18496201,0
(주)한창바이오텍,043090,2019/12,,,,,,,,,,,,
(주)한컴위드,054920,2019/12,15828868,174213420,33692808,19815857,0,48010348,126203072,-421732,8791366,139974190,48478954,0
(주)한탑,002680,2019/12,92248979,129107318,-6664299,6481692,0,93218593,35888725,-7777384,18039608,74721840,-9725586,0
(주)한프,066110,2019/12,4503606,94647027,-18822585,3259151,0,66066813,28580214,-9358745,9864981,22737104,-66852104,0
(주)핸디소프트,220180,2019/12,34759649,65954614,-11244819,36244187,0,10306159,55648455,-3509702,12467908,4447781,-24155738,0
(주)행남사,008800,2019/12,7686833,44161246,-36068962,4981327,0,13526747,30634499,-4509218,5270148,30702192,-41652199,0
(주)헥토이노베이션,214180,2019/12,123737897,300992779,23910072,94623655,0,86231824,214760955,26978788,96759109,97775729,65746955,0
(주)헥토파이낸셜,234340,2019/12,,,,,,,,,,,,
(주)헬릭스미스,084990,2019/12,4454516,371438506,-108359903,47573623,0,172372700,199065807,-41733789,41757733,137741428,-220349073,0
(주)현대공업,170030,2019/12,166710367,141735192,4097035,12279492,0,39840614,101894578,3354151,9393096,46171305,81759310,0
(주)현대바이오랜드,052260,2019/12,106310862,209051968,10848889,14317446,0,53328419,155723549,14460452,24817602,136301209,128792776,0
(주)현대에버다임,041440,2019/12,248611599,280365328,1160130,5300310,0,90466820,189898509,3064877,32184098,89367237,143230179,0
(주)현대이지웰,090850,2019/12,82316730,90207539,4691206,19580091,0,53832923,36374616,9407463,31228573,34802952,23645581,0
(주)협진,138360,2019/12,18776214,50464697,-88215,4122096,0,7156336,43308361,168943,4097798,20644159,-13009440,0
(주)형지아이앤씨,011080,2019/12,102100436,63722359,-88042,5190116,0,41092394,22629965,450766,60280390,15504210,-26395795,0
(주)홈센타홀딩스,060560,2019/12,265646362,328954147,-222701,18742241,0,186693314,142260833,2558151,23282252,254930793,-41545506,0
(주)홈캐스트,064240,2019/12,52827379,96544366,-14366083,22713130,0,9584717,86959649,-8917747,20580576,34179817,-10770863,0
(주)화신정공,126640,2019/12,,,,,,,,,,,,
(주)휴네시온,290270,2019/12,18826121,28292684,1793386,4720991,0,4416672,23876012,1897965,6078987,8105550,8832497,0
(주)휴럼,284420,2019/12,66709700,32239296,2715172,4121022,0,29145504,3093792,5065993,33672775,13353997,1378342,0
(주)휴맥스,115160,2019/12,1173887021,1022128768,20251100,89359921,0,602355035,419773733,22863825,187758418,470581329,83117381,0
(주)휴맥스홀딩스,028080,2019/12,9253559,169615218,5832166,7335486,0,16477441,153137776,1033238,8220320,148448450,64508986,0
(주)휴먼엔,032860,2019/12,70658724,41243344,-3486175,1255012,0,20329303,20914041,-1794408,3283600,12792619,-46024972,0
(주)휴메딕스,200670,2019/12,78618779,138421305,12129999,19097333,0,17049474,121371831,13276316,19561195,82587621,47111234,0
(주)휴비츠,065510,2019/12,87987307,151897854,8334022,4841080,2682978,57465300,94432555,11721881,24614604,98612985,74428613,0
(주)휴센텍,215090,2019/12,,,,,,,,,,,,
(주)휴엠앤씨,263920,2019/12,24964389,88369871,-5069758,8854629,0,25928742,62441130,834987,5719611,49057141,3088363,0
(주)휴온스,243070,2019/12,365018985,300341675,37412975,37815626,0,102120356,198221319,48397657,151596890,99363437,118703134,0
(주)휴온스글로벌,084110,2019/12,449422998,742152517,57348919,73337324,0,160353785,581798732,72912396,376510602,460713597,146049809,0
(주)흥국,010240,2019/12,104480160,92358267,7002937,14990198,0,24869272,67488995,8887375,9131806,44519981,59769150,0
(주)흥국에프엔비,189980,2019/12,53767239,89302191,5303380,9185367,0,25235549,64066642,5813143,12484827,50778855,35658736,0
(주)희림종합건축사사무소,037440,2019/12,178561343,161634028,3571420,36372366,0,106816087,54817940,7234634,17550642,36592098,48264113,0
(주)힘스,238490,2019/12,,,,,,,,,,,,
KB오토시스(주),024120,2019/12,147791589,143851954,10692459,8791816,0,41364291,102487663,12683253,7930403,76092184,91615301,0
KD(주),044180,2019/12,84340034,138272305,9251212,4894865,0,105526261,32746044,5348973,10193955,100023166,-25278310,0
가온미디어(주),078890,2019/12,601042248,307629967,17797830,27993581,0,151716658,155913309,29092560,67498749,31029941,93599467,0
감성코퍼레이션(주),036620,2019/12,7392646,39221444,-5950124,6641710,0,22886441,16335003,-1421973,2735266,14763507,-6937583,0
갤럭시아머니트리(주),094480,2019/12,85556494,240358046,8838255,7708842,0,148992777,91365269,8650300,24818226,47500895,18368327,0
경남스틸(주),039240,2019/12,,,,,,,,,,,,
경남제약(주),053950,2019/12,44806055,74460268,-4546329,23937346,0,13266452,61193816,-3149160,19990593,22354995,-3391600,0
경동제약(주),011040,2019/12,176500195,287589289,22830839,62953364,0,52722184,234867105,24552346,79757756,145277091,221138339,0
경창산업(주),024910,2019/12,531349032,564865660,-76529123,19298696,0,472454909,92410751,-15182393,52206986,383818369,-13344821,0
고려신용정보(주),049720,2019/12,116456558,48729768,6621135,10298381,0,26180978,22548789,8083788,108372770,28776758,13533388,0
고려제약(주),014570,2019/12,,,,,,,,,,,,
광진실업(주),026910,2019/12,,,,,,,,,,,,
국일신동(주),060480,2019/12,,,,,,,,,,,,
국일제지(주),078130,2019/12,83852676,125508720,-38326422,4134545,0,81512674,43996046,723731,6370914,74105206,-7222762,0
글로벌에스엠테크리미티드,900070,2019/12,109293207,131445124,3381617,18664934,0,38352304,93092820,5870119,23928427,47537577,23891052,1603745
글로벌텍스프리(주),204620,2019/12,59766505,126536404,5807872,74990976,0,53633873,72902531,6927566,52838939,24817621,19270714,0
글로본(주),019660,2019/12,,,,,,,,,,,,
금강철강(주),053260,2019/12,171338156,136604950,4389382,18817068,0,26532179,110072771,2158369,7498393,37066494,89620377,0
나노캠텍(주),091970,2019/12,47464649,72530166,-16256599,24253306,0,13331931,59198235,8256594,8156399,29386758,-5686456,0
나라엠앤디(주),051490,2019/12,156036235,217201628,1119549,8988807,0,136460590,80741037,2116472,13283890,94105232,58889314,0
나무기술(주),242040,2019/12,84684742,56647226,3842143,3452074,0,38566481,18080746,4077027,10362437,5725887,416239,0
나이스정보통신(주),036800,2019/12,452922830,641944211,29474779,147546074,0,410850946,231093265,35046301,80414806,87174742,226970255,0
나이스평가정보(주),030190,2019/12,410914934,319082831,40781413,89851365,0,94901758,224181072,51340883,359574051,144628729,155491738,0
남화산업(주),111710,2019/12,,,,,,,,,,,,
남화토건(주),091590,2019/12,53704665,162249970,5122991,18134020,0,23571106,138678864,1681984,3310664,99882656,119615435,0
넥슨지티(주),041140,2019/12,30214785,144613462,2927727,14319477,0,37049405,107564056,-28715154,37674172,68889451,28716413,0
농업회사법인(주)농우바이오,054050,2019/12,121267018,289864329,6985733,17252762,0,58109537,231754792,3931163,54634303,130163129,161957742,0
뉴지랩파마(주),214870,2019/12,95819852,118470602,-2690266,43186031,0,51321015,67149587,-104088,26658681,28472076,152825,0
다믈멀티미디어(주),093640,2019/12,,,,,,,,,,,,
다이노나(주),086080,2019/12,,,,,,,,,,,,
대동금속(주),020400,2019/12,,,,,,,,,,,,
대동기어(주),008830,2019/12,,,,,,,,,,,,
대모엔지니어링(주),317850,2019/12,44996482,75643423,1730843,3099046,0,32245271,43398153,955862,10640118,44645732,30180632,0
대보마그네틱(주),290670,2019/12,,,,,,,,,,,,
대봉엘에스(주),078140,2019/12,69536921,102125115,6238777,11720847,0,17218644,84906471,7352313,11528065,33095374,68399001,0
대아티아이(주),045390,2019/12,114212328,148267018,2334929,4084611,0,51619137,96647881,9042694,15899886,55365790,69178799,0
대양전기공업(주),108380,2019/12,176919531,260438588,12498665,54980576,0,52442301,207996287,14859314,10726967,95203234,171086169,0
대양제지공업(주),006580,2019/12,259449752,232064376,25691597,409268,0,84890551,147173825,32720038,20752678,150101962,123424029,0
대원미디어(주),048910,2019/12,191545738,136139045,3181392,10364991,0,34941405,101197640,3664066,25756843,68775100,11926002,0
대원산업(주),005710,2019/12,660965709,482983760,40393156,75831330,0,171605637,311378123,26275512,20182573,141785025,306207349,0
대정화금(주),120240,2019/12,,,,,,,,,,,,
대주산업(주),003310,2019/12,84291438,87056687,1807378,340244,0,34974143,52082544,2702648,9788507,62724010,26796570,0
대주전자재료(주),078600,2019/12,116384306,191226387,-700955,11420713,0,109060210,82166177,2663206,20181224,129613112,5213798,0
대한광통신(주),010170,2019/12,154296022,289699254,-11700630,56835638,0,110298989,179400265,-9630795,21147838,128426844,7393970,0
대한그린파워(주),060900,2019/12,15698121,47169922,-9871211,1731774,0,23836458,23333464,-7913438,5316781,37196104,-30403999,0
대한뉴팜(주),054670,2019/12,,,,,,,,,,,,
대한약품공업(주),023910,2019/12,,,,,,,,,,,,
대화제약(주),067080,2019/12,114609566,166145365,9071960,2697590,0,82094656,84050710,6227757,42402518,116367873,51646285,0
더이앤엠(주),089230,2019/12,44757416,97692114,-4015742,3828245,0,32139381,65552733,7897755,27107633,58116342,7181123,0
덕산네오룩스(주),213420,2019/12,,,,,,,,,,,,
덕산하이메탈(주),077360,2019/12,51758113,210168585,11222620,39124171,0,10182049,199986536,4083154,7172139,151929531,194224269,0
덕우전자(주),263600,2019/12,129391206,118817281,9174170,32371228,0,29845584,88971697,12365620,14611062,52278641,57446695,0
데브시스터즈(주),194480,2019/12,37596925,123408357,-13898290,7227808,0,21010435,102397922,-22185728,59782653,36631318,-7857647,0
도이치모터스(주),067990,2019/12,1208710144,804374151,56306958,85127498,0,542310860,262063291,82887617,75028415,373344789,160592560,0
동국산업(주),005160,2019/12,673704707,752912818,18083886,35582601,0,223081051,529831768,32924085,51200668,376360443,157499266,0
동국제약(주),086450,2019/12,482280354,544383940,59050119,70260219,0,158964254,385419686,68584510,222250429,205361546,328379813,0
동신건설(주),025950,2019/12,,,,,,,,,,,,
동아화성(주),041930,2019/12,288514645,238431134,10224991,15461970,0,127509872,110921262,10740000,23664835,109056854,92325900,0
동양이엔피(주),079960,2019/12,482668665,287167921,25596455,18498141,0,68505859,218662063,29344068,39507436,112466194,195412719,0
동양파일(주),228340,2019/12,,,,,,,,,,,,
동일금속(주),109860,2019/12,86599662,142639453,15692770,3716723,0,17662851,124976602,12551358,4879995,104116595,109938817,0
동일철강(주),023790,2019/12,,,,,,,,,,,,
동화기업(주),025900,2019/12,717405694,1440636414,43410161,21581706,0,762943947,677692467,58470188,102691112,1115734305,731720081,0
디아이티(주),110990,2019/12,118760647,289657407,13165567,34903924,0,117282183,172375225,13162095,9271831,42711035,137514319,0
디에스티(주),033430,2019/12,20809840,54525328,-17979722,1034396,0,50663913,3861415,-4136384,13274569,30780444,-97151849,0
디엑스앤브이엑스(주),180400,2019/12,5753136,30048016,-17222856,2751423,0,6490545,23557471,-6983561,7748579,24403363,-33469732,0
디와이씨(주),310870,2019/12,,,,,,,,,,,,
디와이피엔에프(주),104460,2019/12,165590077,158275549,21072336,21369457,0,90991255,67284294,28340545,10794843,50896207,52236436,0
디젠스(주),113810,2019/12,79328540,79054294,-2953430,11198270,0,59570780,19483513,-2322286,14748054,38127185,-15317098,0
디케이락(주),105740,2019/12,,,,,,,,,,,,
라온시큐어(주),042510,2019/12,30443294,51118782,2532706,23547778,0,28262156,22856626,2121293,16032659,12239515,12200787,0
라온피플(주),300120,2019/12,,,,,,,,,,,,
램테크놀러지(주),171010,2019/12,43411471,67037071,3174112,19281942,0,31428918,35608153,4493254,4286797,34903349,6177400,0
로스웰인터내셔널유한회사,900260,2019/12,97722450,331367883,2774421,154875687,0,74437486,256930396,4408197,14711520,54470909,105020565,0
로체시스템즈(주),071280,2019/12,79780176,120035002,1196799,13505719,0,54663365,65371638,4262219,10393357,64080841,38540917,0
리노공업(주),058470,2019/12,,,,,,,,,,,,
마이크로로봇(주),182690,2019/12,12349999,26327325,-5021198,9790387,0,14723015,11604310,-4184456,2282661,13769395,-14598154,0
매일유업(주),267980,2019/12,1393256526,675195953,64335096,84349576,0,271561495,403634458,85294893,324134205,283281533,148507949,0
매일홀딩스(주),005990,2019/12,1590752386,956463233,67228784,104106523,0,382619347,573843886,84428027,423206609,464088128,414753588,0
메가스터디(주),072870,2019/12,140193511,379554212,11417830,61596714,0,81928313,297625899,2310618,69305433,232187054,261925380,0
메가스터디교육(주),215200,2019/12,437346200,432816425,48427353,6564752,0,182259342,250557082,59636102,190446054,342166183,86975121,0
메가엠디(주),133750,2019/12,80374370,108321009,804928,21415027,0,50993515,57327494,-844577,49445648,71367625,33892063,0
메디앙스(주),014100,2019/12,97313127,139653596,32341007,13697568,0,57001967,82651629,-148216,44985013,100459760,77979284,0
메디포스트(주),078160,2019/12,45810814,213719039,-14121187,11921876,0,101759804,111959235,-8063519,37087900,122491899,-47260154,0
명성티엔에스(주),257370,2019/12,35008403,66256204,504333,3450841,0,28006050,38250154,898159,6014387,28048764,9135772,0
모바일어플라이언스(주),087260,2019/12,44770460,50419989,-2674660,420297,0,22191039,28228950,-776312,14298239,18633823,-6630188,0
모트렉스(주),118990,2019/12,313649741,444300832,-38451989,21170747,0,357061597,87239236,-2648875,46281643,243146071,37719919,0
무림에스피(주),001810,2019/12,137893618,298741272,1413220,27764037,0,93662470,205078802,1179047,11199924,216863630,138940624,0
미디어젠(주),279600,2019/12,13828290,30458965,-549926,3658121,0,12411661,18047304,-740285,11524025,13157592,-3410516,0
미래나노텍(주),095500,2019/12,289734267,315964482,1657202,44251393,0,141464366,174500116,1409446,40461369,150112553,83928471,0
미래오토스,176440,2019/12,241988640,119154897,-2069552,5921925,0,59774483,59380414,1995287,16900297,59451367,29889941,0
미스터블루(주),207760,2019/12,63888589,62303334,12040618,21462557,0,19396852,42906482,13861905,50026684,22465003,21158942,0
바디텍메드(주),206640,2019/12,72798657,101262190,11897022,23820186,0,24155089,77107101,15015204,25990055,43545490,36512389,0
바이온(주),032980,2019/12,19624333,61758367,-21310923,5553510,0,27050709,34707658,-9972328,11470863,37439869,-67909520,0
베뉴지(주),019010,2019/12,58970705,578404448,2347785,11798552,0,285958889,292445559,6047213,30020650,487365866,186604416,0
보성파워텍(주),006910,2019/12,111682204,125593380,841701,23363530,0,45682120,79911260,-1055101,8801948,53489900,14931006,0
브릿지바이오테라퓨틱스(주),288330,2019/12,58283297,79737130,1324537,64087344,0,4718882,75018248,617193,21671563,1026715,-51362784,0
비디아이(주),148140,2019/12,128590481,147695816,-221897,14087645,0,116951319,30744497,2988446,9553277,25348858,10971267,0
비에이치아이(주),083650,2019/12,222852344,370163701,-14779296,15083342,0,300304115,69859586,-12462464,20971823,229421398,12806631,0
빛샘전자(주),072950,2019/12,46442406,66623519,1884222,6146209,0,8979971,57643548,1878897,5940282,25188999,42521030,0
삼강엠앤티(주),100090,2019/12,384531743,627931344,-37129797,12419398,0,432152491,195778853,-20595050,16135647,485884358,43218322,0
삼륭물산(주),014970,2019/12,88705130,125593735,580712,13600895,0,54053386,71540348,1566807,6242452,79636206,58343519,0
삼목에스폼(주),018310,2019/12,,,,,,,,,,,,
삼보모터스(주),053700,2019/12,939458008,735588275,-15515364,65353723,0,537356599,198231676,-10713775,87855434,414837693,121487287,0
삼보산업(주),009620,2019/12,319940542,300467661,-3783384,19558340,0,247611164,52856497,7471764,15785942,152538146,-6316297,0
삼아제약(주),009300,2019/12,71560150,190780878,10197258,12998371,0,22631279,168149599,10396874,33287711,105225153,149436185,0
삼영엠텍(주),054540,2019/12,69805770,119976287,3509245,15470297,0,40097818,79878468,3137053,7740337,47277711,54817762,0
삼영이엔씨(주),065570,2019/12,,,,,,,,,,,,
삼지전자(주),037460,2019/12,1494980608,559512185,33948422,46396096,0,228013492,331498693,36197019,35794267,225500766,108421473,0
삼천당제약(주),000250,2019/12,186602477,290150966,19599720,60272737,0,66954254,223196712,25210117,85445645,127658412,128792637,0
삼천리자전거(주),024950,2019/12,87105784,146726691,-8322500,2600997,0,67209547,79517144,-8241460,31267899,99568890,27702977,0
삼현철강(주),017480,2019/12,,,,,,,,,,,,
상신이디피(주),091580,2019/12,141203717,148101006,4816581,26156128,0,85973830,62127175,8525471,14480907,90652618,32140399,0
상신전자(주),263810,2019/12,81974667,52111609,2502802,4761395,0,17587667,34523941,2971707,6979693,10178127,21596772,0
서암기계공업(주),100660,2019/12,,,,,,,,,,,,
서울바이오시스(주),092190,2019/12,350639743,579080908,1454475,6271743,0,391586737,187494170,10256164,59591648,441096149,52435913,0
서울반도체(주),046890,2019/12,1129902382,1322136396,35836881,44448987,0,576440639,745695757,49538699,204131661,703048936,367845172,0
