회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS),자산(*)(IFRS),당기순이익(손실)(IFRS),현금및현금성자산(*)(IFRS),금융비용(IFRS),부채(*)(IFRS),자본(*)(IFRS),판매비와 관리비(물류원가 등 포함)(*)(IFRS),비유동자산(*)(IFRS),* (정상)영업손익(보고서기재)(IFRS),기타(영업)비용(*)(IFRS),이익잉여금(결손금)(*)(IFRS)
(주)엑세스바이오인코퍼레이션,950130,2019/12,37379390,83196219,-7301478,3871921,0,25464923,57731296,11232052,63809572,-3134131,0,12642569
(주)엑셈,205100,2019/12,24786109,71355037,4120680,29745665,0,7177952,64177084,8192126,22012793,6154364,0,16544955
(주)엑시콘,092870,2019/12,38226674,103909825,-5431531,5863339,0,28993857,74915967,16994462,55387078,-4979928,0,45124442
(주)엔바이오니아,317870,2019/12,9720397,30141955,987629,8302364,0,8588753,21553201,2878537,12256470,1335310,0,-4913816
(주)엔에스,217820,2019/12,57996003,105242209,3932407,21150352,0,74621566,30620643,3488531,21838251,5211069,0,17719918
(주)엔에스엔,031860,2019/12,9082944,71991449,-5265734,7015115,0,42913495,29077954,2035229,25260476,-1403342,0,-31585767
(주)엔에이치엔벅스,104200,2019/12,81514992,93502488,4684094,9522924,0,25362049,68140438,73045038,30580744,8469954,0,41652190
(주)엔이능률,053290,2019/12,84632802,92271601,720337,3535540,0,34814138,57457463,55147697,26255237,2940371,0,34198411
(주)엔지스테크널러지,208860,2019/12,4265217,54473350,-8678841,1400101,0,45366260,9107090,8134726,44731927,-3869509,0,-7117121
(주)엔지켐생명과학,183490,2019/12,31468723,83885134,-17467416,2166374,0,10701847,73183286,18965544,20925419,-16301097,0,-78625853
(주)엔케이맥스,182400,2019/12,6695324,174102001,-7083162,6884869,0,59636213,114465789,19425263,158278394,-14458921,0,-39253672
(주)엔텔스,069410,2019/12,59187823,64698343,2073890,12697923,0,23601339,41097004,13794379,24340470,2755294,0,24221009
(주)엔피,291230,2019/12,,,,,,,,,,,,
(주)엔피디,198080,2019/12,187714065,91726817,15741229,17277505,0,40657364,51069453,3087973,56937894,13181236,0,38556751
(주)엔피케이,048830,2019/12,61831770,76431276,53489,3713550,0,34367573,42063703,3140443,60105407,2420441,0,16850345
(주)엘디티,096870,2019/12,6955660,11824918,-1398661,1863422,0,1943262,9881656,3233030,6157620,-1334886,0,-3476901
(주)엘아이에스,138690,2019/12,142669434,216697256,-2852667,18496727,0,174962189,41735067,24302240,107953089,7569221,0,-48505115
(주)엘앤씨바이오,290650,2019/12,25235143,64048897,6297182,12138937,0,4932054,59116844,9331116,19143714,6767896,0,19933922
(주)엘앤에프,066970,2019/12,312072283,393357840,-10805049,218985,0,260334039,133023802,20958049,197898807,-9054002,0,33166899
(주)엘앤케이바이오메드,156100,2019/12,19470887,72235719,-9159499,230299,0,33052108,39183611,11517877,36661765,-5872153,0,-13595648
(주)엘엑스세미콘,108320,2019/12,867122050,629264178,38239788,108327650,0,158106984,471157194,166079673,111770975,46810862,0,387062681
(주)엘엠에스,073110,2019/12,145464657,221187269,8430206,19408640,0,111161705,110025563,52995706,83271393,8484116,0,94894010
(주)엘오티베큠,083310,2019/12,147403941,198277239,1624255,33369360,0,74274710,124002529,41481749,103029703,-252393,0,103441015
(주)엠게임,058630,2019/12,37541897,49087281,7907947,10787348,0,8495961,40591320,29916788,28170212,7625109,0,7786155
(주)엠디에스테크,086960,2019/12,116923000,138217302,14384715,14769692,0,29717077,108500226,33744414,47322593,7187464,0,89862618
(주)엠씨넥스,097520,2019/12,1184887089,467688104,99541302,3348912,0,197118888,270569217,58853785,114306530,130320714,0,211568134
(주)엠아이텍,179290,2019/12,32654539,57395498,3757251,10280722,0,9050507,48344991,11334428,21232169,3373599,0,5476069
(주)엠앤씨생명과학,225860,2019/12,,,,,,,,,,,,
(주)엠에스씨,009780,2019/12,149239104,152760508,11354461,3640125,0,67903878,84856630,17074786,87516844,15102404,0,74701781
(주)엠에스오토텍,123040,2019/12,273754814,483463180,6562055,84124,0,281415734,202047445,12023284,392672879,1613869,0,92216290
(주)엠투엔,033310,2019/12,27260839,90577734,4162863,1732892,0,34625236,55952498,1604334,80473933,117963,0,40319348
(주)엠플러스,259630,2019/12,104343607,142034463,1996507,3856037,0,100425948,41608515,12272822,37428473,2725280,0,7568890
(주)엠피대산,065150,2019/12,61840102,54035947,-2126540,5028499,0,35645467,18390480,30869663,40714828,-191669,0,-7791080
(주)연우,115960,2019/12,292405059,289309212,19297061,31721819,0,76561809,212747403,22606900,189352150,24228477,0,139565091
(주)연이비앤티,090740,2019/12,9092417,135599178,-306832,340627,0,54393724,81205455,3515117,102158432,481013,0,45649079
(주)영우디에스피,143540,2019/12,100432751,112411734,-1803438,6031599,0,93912061,18499673,8033586,32393777,11800801,0,-10433223
(주)예림당,036000,2019/12,18398297,115349225,-1298729,6798238,0,5260958,110088267,7330351,60286707,-949355,0,67074228
(주)예선테크,250930,2019/12,25475578,38550147,-6687365,6250309,0,9929489,28620658,3872476,20848990,5533695,0,3746613
(주)예스티,122640,2019/12,53365358,162657722,-32234718,5635947,0,107668725,54988998,15916954,115822652,-21704254,0,3738725
(주)오공,045060,2019/12,56984478,92783057,3358475,7886077,0,23753242,69029815,7263238,67215472,3584486,0,47249488
(주)오디텍,080520,2019/12,37731934,118234154,887865,12094502,0,5846152,112388002,1564298,76424077,585576,0,94395375
(주)오르비텍,046120,2019/12,74556580,126252852,998518,10884546,0,57798619,68454233,3663515,69289516,4664716,0,3034466
(주)오리엔탈정공,014940,2019/12,59522470,65089445,2503827,12296521,0,30984181,34105265,6352133,35011048,1018663,0,1677792
(주)오리엔트정공,065500,2019/12,65499093,85155077,-5425422,2658965,0,29199436,55955641,5712105,70856376,-2101014,0,-15509550
(주)오리콤,010470,2019/12,113009121,140917191,3283218,30565633,0,69644777,71272414,35892510,74534845,4874917,0,34869962
(주)오스코텍,039200,2019/12,4374303,67291544,-15023777,40973513,0,12656927,54634617,16137258,20860948,-13857577,0,-54555318
(주)오스테오닉,226400,2019/12,11161204,52317322,498679,5370322,0,23360617,28956705,4549579,20939702,479506,0,-9088883
(주)오스템,031510,2019/12,123697655,213496364,-13981087,16359854,0,104115997,109380367,28727386,143609800,-9661483,0,77849586
(주)오이솔루션,138080,2019/12,210242068,182714758,47025522,42422817,0,44740222,137974536,28532854,46415806,58874489,0,78461465
(주)오킨스전자,080580,2019/12,36620071,55574356,677551,4487586,0,28767995,26806361,7055294,35077730,1686841,0,6764827
(주)오텍,067170,2019/12,100678798,211376528,11050767,21580854,0,64594086,146782441,6775354,166366377,1380313,0,110874414
(주)오파스넷,173130,2019/12,104149383,65756400,-11878218,21331234,0,48074786,17681614,10496052,10160484,3057622,0,4692309
(주)오픈베이스,049480,2019/12,53749679,81509917,1610447,7118158,0,25007999,56501917,13864488,50723591,1468396,0,17174365
(주)오하임아이엔티,309930,2019/12,,,,,,,,,,,,
(주)옵투스제약,131030,2019/12,60441371,118968820,14595869,35157066,0,11221884,107746936,21734141,30309699,15188582,0,63887250
(주)옵트론텍,082210,2019/12,163866344,254015846,6887039,216062,0,125958128,128057718,21962604,162123107,22798324,0,71992348
(주)옵티팜,153710,2019/12,13652787,41719479,-655332,20192417,0,6110458,35609022,5692704,13687645,-1191021,0,-14757197
(주)와이비엠넷,057030,2019/12,60080366,75749192,1783632,10261245,0,33607907,42141286,23802963,42810019,2627668,0,19690437
(주)와이솔,122990,2019/12,185060777,326706206,7285193,41716728,0,37927302,288778903,31468328,181723434,18474035,0,159836218
(주)와이어블,065530,2019/12,86274637,149671361,2070820,2895148,0,79768012,69903349,3189251,93676235,3464674,0,52591227
(주)와이엔텍,067900,2019/12,86238104,221476027,16774496,20133240,0,91015209,130460818,2866234,190050119,22864196,0,97794437
(주)와이오엠,066430,2019/12,58051573,37987572,-25326880,5814970,0,24046307,13941265,4913094,19017748,-1164698,0,-28480245
(주)와이제이엠게임즈,193250,2019/12,10368775,65603505,-7773755,13997747,0,11838058,53765447,5126076,42275316,-2911502,0,-33862038
(주)와이즈버즈,273060,2019/12,,,,,,,,,,,,
(주)와이지-원,019210,2019/12,330868998,686510706,3085008,4686988,0,383623570,302887136,45274386,402957854,23287035,0,202682113
(주)와이지엔터테인먼트,122870,2019/12,147685997,369572810,-13383730,7668067,0,39452991,330119819,39475408,306104917,7588999,0,109927902
(주)와이티엔,040300,2019/12,127781800,280022667,-3023924,8916474,0,96210647,183812020,6766728,235569306,838818,0,68833948
(주)우리기술,032820,2019/12,16734827,91742992,-11709401,5827248,0,58906774,32836217,10798163,65515343,-9218367,0,-59810374
(주)우리넷,115440,2019/12,73657576,94460310,2271255,9284700,0,22176485,72283825,15691231,27212342,2818126,0,42468325
(주)우리로,046970,2019/12,101536211,71699814,-8603656,627284,0,43681099,28018715,4768832,42811665,232377,0,-23116528
(주)우양,103840,2019/12,117909007,102405412,3418597,133981,0,68936537,33468875,10344632,64596935,6033349,0,19167601
(주)우정바이오,215380,2019/12,32290408,57631946,279587,4705030,0,30971237,26660709,9145889,24174934,642324,0,-3458110
(주)우주일렉트로닉스,065680,2019/12,190004370,251744344,9215326,41252294,0,61322762,190421582,24810623,115764594,18987078,0,176189105
(주)원바이오젠,307280,2019/12,,,,,,,,,,,,
(주)원바이오젠,278380,2019/12,11545982,17513758,3042901,1086220,0,12785469,4728289,2084586,12235788,3101975,0,273755
(주)원익,032940,2019/12,22145254,153164098,31288574,1962672,0,53780848,99383250,6487679,134305937,-2230687,0,57201140
(주)원익머트리얼즈,104830,2019/12,221820237,334692809,25921700,23628974,0,23897080,310795729,35013178,244861420,36799403,0,239002567
(주)원익아이피에스,240810,2019/12,668654506,899386012,42674923,13003591,0,333132406,566253606,238108907,347574717,40502252,0,206870142
(주)원익큐브,014190,2019/12,199362469,141856755,2335520,36820147,0,61025271,80831484,16471112,34099858,-2388087,0,14507179
(주)원익큐엔씨,074600,2019/12,174218148,317129072,15570543,577284,0,109563946,207565126,20311620,269863053,25997384,0,184385615
(주)원익피앤이,131390,2019/12,136704082,172575995,14772529,1830435,0,97209870,75366125,12519451,42750799,16951548,0,54952793
(주)원익홀딩스,030530,2019/12,203149271,704969433,2740350,9794683,0,137973565,566995867,23881222,638144205,21942447,0,169096792
(주)원일특강,012620,2019/12,241196523,204284065,10100843,8673086,0,89505728,114778338,9882347,75026787,8706513,0,112097268
(주)원풍,008370,2019/12,72852529,80846327,2584921,8427701,0,9205942,71640385,5585338,41401720,2706257,0,52059954
(주)월덱스,101160,2019/12,82834543,118297743,13935402,29530670,0,39489169,78808574,8573866,56040462,17239216,0,38261839
(주)웨이버스,336060,2019/12,,,,,,,,,,,,
(주)웨이브일렉트로닉스,095270,2019/12,23608298,68425635,-35686888,6857055,0,52753326,15672309,26888999,43821721,-21794676,0,-53808570
(주)웰크론,065950,2019/12,102378629,127202737,-6207323,10918939,0,59863530,67339207,39339681,84819334,6903857,0,-1913693
(주)웰크론한텍,076080,2019/12,233564578,131799519,5030069,22685571,0,67686946,64112573,5720821,33470762,6453563,0,28962590
(주)웹스,196700,2019/12,26924130,64478506,-225863,9878016,0,25621041,38857465,4928380,40789061,1813770,0,19334215
(주)웹젠,069080,2019/12,170826945,413500074,43393933,34547337,0,52996643,360503431,112271227,183704627,58555718,0,242293885
(주)위니아,071460,2019/12,608092216,319346462,4135338,3642091,0,240985846,78360616,106784422,137133031,8697990,0,-3251461
(주)위닉스,044340,2019/12,332959915,255551136,40368312,2892035,0,103754741,151796396,61209212,162612864,49905449,0,92768756
(주)위메이드,112040,2019/12,17228695,216781681,-54153862,12607001,0,4992801,211788880,16462791,172317622,765905,0,63615954
(주)위메이드맥스,101730,2019/12,8996643,19086875,-14602336,4643353,0,3119328,15967547,16214258,10387710,-7217615,0,-31259913
(주)위메이드플레이,123420,2019/12,73641766,155441290,1723088,10529727,0,16675455,138765835,72749684,39611072,892081,0,123183375
(주)위세아이텍,065370,2019/12,19719477,17922690,2665962,1736378,0,6856727,11065962,3884448,12714700,2912073,0,9255993
(주)위지윅스튜디오,299900,2019/12,31833995,77918202,4927311,7139962,0,21811707,56106494,26561699,56433015,5272296,0,9240842
(주)위지트,036090,2019/12,31414936,92272490,-6849780,3989081,0,30214273,62058217,5056470,76509546,440523,0,9444179
(주)윈스,136540,2019/12,75336139,158252381,13311683,22686098,0,47242165,111010216,22118562,84588778,13470386,0,69448810
(주)윈팩,097800,2019/12,97926800,117478347,9293420,6510937,0,70429967,47048380,4380738,96868515,7824608,0,-11155509
(주)윈하이텍,192390,2019/12,83876795,107129982,-6628770,7152698,0,54849625,52280357,8589326,63879965,-2653132,0,28181487
(주)윌링스,313760,2019/12,42871637,48729957,3090076,1366428,0,12491283,36238674,6426808,14660707,3481272,0,21718427
(주)유니온커뮤니티,203450,2019/12,40989880,54525583,4094554,9292809,0,19927436,34598147,13358783,17567788,3485230,0,13770669
(주)유니크,011320,2019/12,217074567,209312992,4753549,10234760,0,108591118,100721873,20283349,127507772,1401709,0,72039180
(주)유니테스트,086390,2019/12,178726734,153181320,19072709,61566166,0,17709198,135472122,34217650,46909831,21859280,0,100583706
(주)유니테크노,241690,2019/12,73644173,104146666,5651004,11882571,0,42462408,61684258,3640044,71698588,6345225,0,45127545
(주)유니트론텍,142210,2019/12,219769175,99476094,3725458,10391108,0,54846386,44629707,10496273,22724344,10189974,0,34992628
(주)유라테크,048430,2019/12,197386774,123552505,8280145,19985874,0,23856060,99696445,13499713,63335936,1231586,0,91667698
(주)유바이오로직스,206650,2019/12,33072580,92765393,-881624,5667390,0,57813402,34951992,10099161,71268008,9809355,0,-32416285
(주)유비케어,032620,2019/12,102702439,131769145,6570743,10023715,0,29166631,102602514,41560526,41574906,9969188,0,27537510
(주)유비쿼스,264450,2019/12,103877217,127751791,11138696,38324494,0,39584349,88167442,20049644,29073198,12218124,0,32480825
(주)유비쿼스홀딩스,078070,2019/12,6376654,182330764,1666870,3891400,0,2914069,179416695,4905350,175941127,1471304,0,286687578
(주)유성티엔에스,024800,2019/12,300074545,309796718,4383307,29402005,0,155888173,153908545,10994045,203144160,5002455,0,98387863
(주)유신,054930,2019/12,166611283,156433355,-6150701,3193506,0,75055038,81378317,19981793,65801868,-9613618,0,63148508
(주)유씨아이,038340,2019/12,15454839,48134429,-9003456,848252,0,11283138,36851290,9213141,29956044,-4109635,0,-49225914
(주)유아이디,069330,2019/12,20455964,30471495,-13385963,487269,0,15209507,15261989,3326970,26445742,-2098687,0,281238
(주)유에스티,263770,2019/12,52365313,60962055,2542501,88945,0,14575422,46386634,2925235,22097348,3811057,0,21785644
(주)유진로봇,056080,2019/12,29162345,70579401,-15863135,4824112,0,19048839,51530562,12806680,26766057,-10855541,0,-15863135
(주)유진테크,084370,2019/12,174186196,318549599,32817392,14321760,0,27274437,291275161,42411157,195200230,45248877,0,282017747
(주)유테크,178780,2019/12,15945746,37883273,-6972404,2287356,0,17431915,20451358,3925153,11064231,-4226289,0,-40984980
(주)유티아이,179900,2019/12,61686305,78845711,8010054,10251686,0,13749293,65096419,14754029,37356283,8958923,0,33224424
(주)유틸렉스,263050,2019/12,408878,76035356,-17120023,6794662,0,13182383,62852973,18733043,31468422,-18324165,0,-45892872
(주)육일씨엔에쓰,191410,2019/12,38598807,77471447,-4264715,1177702,0,38010898,39460549,8050731,41985221,-5763832,0,8937267
(주)율호,072770,2019/12,54827125,46580595,-3985488,3189876,0,24866555,21714040,4966087,10458663,1088642,0,-28323184
(주)이건홀딩스,039020,2019/12,10753447,180829761,6246999,1888055,0,27864361,152965400,5957985,178011081,4795462,0,74543701
(주)이글루코퍼레이션,067920,2019/12,75118077,59255476,2256917,10352176,0,10796150,48459326,73349116,11519886,1768961,0,18839443
(주)이글벳,044960,2019/12,34422683,45944755,1232267,1672771,0,10411732,35533022,7346614,24505153,1913060,0,12282382
(주)이노메트리,302430,2019/12,31891286,61813309,5198970,5845447,0,8540234,53273076,4240728,11454992,5881297,0,14460747
(주)이노와이어리스,073490,2019/12,64998412,99767260,6971738,23419947,0,27558245,72209015,11035594,55229412,12536275,0,54476094
(주)이노인스트루먼트,215790,2019/12,19440749,77447633,-24329750,3846369,0,40440220,37007413,8753628,61989395,-1213236,0,18394832
(주)이노테라피,246960,2019/12,663076,17058999,-3988932,5107542,0,1976739,15082260,3699735,6390967,-3352988,0,-17934435
(주)이녹스,088390,2019/12,10840117,174509497,-9562606,7355386,0,50145296,124364201,2440233,163555974,8399884,0,235323123
(주)이녹스첨단소재,272290,2019/12,348823600,323313962,40318084,42636941,0,137627236,185686726,38015412,152579990,51694302,0,87373189
(주)이라이콤,041520,2019/12,273731536,232126119,-4123351,86099079,0,29419886,202706233,13653979,53763209,148308,0,174586878
(주)이랜시스,264850,2019/12,39749494,45061052,992822,940925,0,21200462,23860590,3292672,17457018,3956892,0,14729803
(주)이랜텍,054210,2019/12,133109410,233713380,-23219035,8735917,0,92926791,140786589,21962485,121381456,1081964,0,69245974
(주)이루온,065440,2019/12,20953753,48067652,1480736,5170874,0,13464544,34603108,5226790,21401806,1340036,0,1555114
(주)이매진아시아,036260,2019/12,8023480,18295141,-16125689,3166585,0,4980992,13314149,3002697,6118353,-3139370,0,-89261033
(주)이미지스테크놀로지,115610,2019/12,17806431,14682653,-7391122,2087309,0,2940703,11741950,7774715,1795445,-6141587,0,-5697973
(주)이브이수성,084180,2019/12,22696866,46990397,-6179992,1346434,0,30677840,16312556,4380601,34036230,-716504,0,-19144255
(주)이브이첨단소재,131400,2019/12,51381957,74431026,-1964592,6816824,0,27946597,46484429,7753916,54685559,2610083,0,-841372
(주)이상네트웍스,080010,2019/12,24699900,119351579,546055,18347937,0,38909542,80442037,6469659,70058663,1133536,0,49273234
(주)이수앱지스,086890,2019/12,21019126,92763104,-17816396,11224864,0,37580266,55182838,23341404,32669581,-15828901,0,-86540899
(주)이스트소프트,047560,2019/12,19775893,111305627,-3326298,8433949,0,63388356,47917270,22338248,94744244,-2562355,0,21688453
(주)이십일스토어,270020,2019/12,19445456,14569143,-1631714,45175,0,11105100,3464044,4354064,10101261,1489152,0,-497502
(주)이엔에프테크놀로지,102710,2019/12,398083010,328084161,40366337,13352653,0,82538085,245546076,40117281,207470204,49132656,0,222846053
(주)이엔코퍼레이션,066980,2019/12,16854150,147012952,4295549,18847783,0,44550446,102462506,15074573,127517216,1779577,0,-4286473
(주)이엘피,063760,2019/12,37316374,76069563,4105582,25091264,0,6161281,69908282,7285381,18357826,3686395,0,53180101
(주)이엠네트웍스,087730,2019/12,13459066,57032067,-89695335,1137182,0,51327331,5704736,5775797,21635744,-4804316,0,-90791657
(주)이엠넷,123570,2019/12,24261604,71712371,6027278,5975657,0,18282870,53429502,20204679,27899151,4056924,0,37428979
(주)이엠앤아이,083470,2019/12,1236681,9233598,29969603,129153,0,4136136,5097462,2647400,3745297,-2586140,0,-50433379
(주)이엠텍,091120,2019/12,206085052,192833530,-8488768,19559080,0,24897131,167936399,34544350,107479341,-11241946,0,105713641
(주)이오테크닉스,039030,2019/12,180044582,383935725,7255388,48897967,0,54516816,329418908,28943610,165986647,8253839,0,246621949
(주)이즈미디어,181340,2019/12,65424274,70286822,-1489261,22924215,0,35816976,34469846,12378675,19755333,-2294015,0,20585184
(주)이지,037370,2019/12,44004463,66201935,1478688,1896837,0,30782839,35419096,8166124,50375687,1711504,0,-1082546
(주)이지홀딩스,035810,2019/12,155243893,455352628,15135572,6194281,0,151653574,303699054,26491922,358640949,23795766,0,161529378
(주)이큐셀,160600,2019/12,92640985,76453369,-39569186,6919306,0,57606604,18846765,11057494,36709393,-29077298,0,-19255881
(주)이크레더블,092130,2019/12,39421713,57252182,12957448,6119559,0,8557065,48695117,23446289,9928263,15975424,0,37859529
(주)이퓨쳐,134060,2019/12,10686877,23119509,1713288,6311775,0,4728870,18390639,5979346,9021670,954978,0,10532143
(주)인바디,041830,2019/12,71968109,141768028,21726507,2452802,0,5674296,136093732,19324571,77598022,28147448,0,135807291
(주)인산가,277410,2019/12,26019710,47097435,2879825,11385111,0,17514826,29582608,12627142,20980726,3628553,0,7428442
(주)인성정보,033230,2019/12,95057636,98715190,-399991,3846089,0,60454630,38260560,11859786,46947165,231246,0,-35281596
(주)인지디스플레이,037330,2019/12,121746444,311381936,12363662,68325,0,174747467,136634469,12123427,223856538,1417755,0,93510033
(주)인콘,083640,2019/12,30752375,96263601,-11279998,7460514,0,31082817,65180785,7205627,59254040,-1609785,0,13315523
(주)인터로조,119610,2019/12,91940806,182328522,18080487,6424016,0,49575617,132752905,24569708,78368335,22998598,0,119611419
(주)인터코스,240340,2019/12,,,,,,,,,,,,
(주)인터플렉스,051370,2019/12,350246474,392621933,-27790885,26752807,0,175314198,217307735,32845357,233741203,-21672584,0,-57081196
(주)인텍플러스,064290,2019/12,40083302,41696205,5455916,5809551,0,19944112,21752092,13544994,13147454,4630581,0,-3342760
(주)인텔리안테크놀로지스,189300,2019/12,98415264,129710197,5449931,19952876,0,49500448,80209749,35790600,56393944,1616657,0,37344523
(주)인트로메딕,150840,2019/12,8578524,34220058,-17028032,1893654,0,17207936,17012122,9790831,17442265,-4187601,0,-33161454
(주)인트론바이오테크놀로지,048530,2019/12,8347462,89255649,-3086521,51617152,0,24009344,65246305,7952403,15769015,-4152695,0,-11398295
(주)인포마크,175140,2019/12,74199836,54806384,-11700367,2432120,0,42964418,11841966,15130644,17165113,-10610605,0,-11358539
(주)인포바인,115310,2019/12,19085121,89752580,9028113,22774599,0,4853259,84899321,7735244,11926387,11349877,0,95251302
(주)인피니트헬스케어,071200,2019/12,39148811,94773931,7000986,7981770,0,10674264,84099667,21314816,34869070,5634206,0,40760872
(주)일승,333430,2019/12,,,,,,,,,,,,
(주)일신바이오베이스,068330,2019/12,17392622,45313493,4269018,6002463,0,6071412,39242081,3988872,16579321,4641215,0,30383064
(주)일야,058450,2019/12,27781083,35412863,-3416597,1159649,0,24853859,10559005,4282354,23084305,-4371497,0,-5474621
(주)일지테크,019540,2019/12,132395201,207799660,3180074,1451875,0,68215149,139584512,12126732,146338901,4963587,0,130398514
(주)일진파워,094820,2019/12,107455456,129742172,11769340,26950815,0,33761341,95980831,3905818,84110576,11965574,0,77683336
(주)잉크테크,049550,2019/12,55756299,107911660,-3433631,2295824,0,71505087,36406573,16851249,73709167,-1629086,0,-43848096
(주)자비스,254120,2019/12,17055479,28657262,-6763495,9933290,0,13582156,15075106,5197870,9557171,-460454,0,-6864642
(주)자연과환경,043910,2019/12,31434561,61219693,-2055938,14689403,0,18272480,42947213,4813744,20547006,850450,0,-16699964
(주)장원테크,174880,2019/12,20249951,138346349,-370234,4283256,0,76322113,62024236,5594951,84278612,-3376994,0,31390784
(주)전우정밀,120780,2019/12,,,,,,,,,,,,
(주)정다운,208140,2019/12,114132619,112861951,3754827,2783594,0,64024169,48837782,12322006,69149861,5300075,0,36769973
(주)정상제이엘에스,040420,2019/12,89392125,108848242,8256300,2429366,0,44764100,64084142,8774577,91959103,13060056,0,35433677
(주)정원엔시스,045510,2019/12,128935978,82586672,803096,1771171,0,43925927,38660745,6746042,23888621,1644730,0,4779217
(주)제낙스,065620,2019/12,3600677,30175267,-13847797,2068374,0,23283313,6891954,6196779,25852826,-6859726,0,-91612132
(주)제넥신,095700,2019/12,11303045,358176683,-16509197,20408646,0,61267262,296909421,51989359,262359939,-44536068,0,-176850808
(주)제넨바이오,072520,2019/12,11646248,83980821,-43082325,19632003,0,58256544,25724277,12672292,49280480,-11931152,0,-104281275
(주)제노레이,122310,2019/12,60797612,76754029,12743561,13785990,0,18085565,58668464,11552424,19567549,13877527,0,34591378
(주)제노포커스,187420,2019/12,13858160,73772065,-1932281,2131047,0,14000890,59771176,3775307,52704088,-2180603,0,-2619367
(주)제닉,123330,2019/12,43256345,37553591,-33317008,3618527,0,30126718,7426872,7924588,19007695,-890554,0,-17015095
(주)제로투세븐,159580,2019/12,215101486,124637296,10858834,7567207,0,53146149,71491146,78227230,56761102,12713488,0,-1708168
(주)제우스,079370,2019/12,198658144,250270864,7872422,6582550,0,81203674,169067191,35970456,121210505,11866560,0,129467883
(주)제이브이엠,054950,2019/12,99556067,161920776,7157491,591478,0,31487285,130433491,18149874,90823417,12049509,0,93604444
(주)제이스텍,090470,2019/12,126892960,152849084,1539652,8640069,0,22887566,129961517,16635088,90835470,797843,0,119394623
(주)제이시스메디칼,287410,2019/12,,,,,,,,,,,,
(주)제이앤티씨,204270,2019/12,142404428,261878451,-30168314,26435197,0,97298081,164580371,25720850,153834064,-33359765,0,91905868
(주)제이에스티나,026040,2019/12,94811398,81949085,-36513087,2848781,0,36623857,45325228,80661402,41836969,-28078190,0,12992597
(주)제이엘케이,322510,2019/12,229534,38878318,-10463624,15491430,0,2384327,36493991,10786401,2779914,-10613354,0,-25158368
(주)제이와이피엔터테인먼트,035900,2019/12,144613992,180392303,27767065,18960833,0,38385668,142006635,26631754,92958833,39233152,0,67287381
(주)제이웨이,058420,2019/12,4742539,14038963,-3304975,2103478,0,852572,13186392,1905679,6306730,-1464726,0,-27350851
(주)제이티,089790,2019/12,42388224,57029871,3787410,17991163,0,30331442,26698429,5447913,18880237,6153285,0,2112808
(주)제일바이오,052670,2019/12,22986005,34648173,2042942,5548593,0,3030358,31617815,4357132,6549289,520098,0,12806994
(주)제일테크노스,038010,2019/12,162468907,152327093,4269786,4895802,0,79380429,72946665,13734773,88993646,4361367,0,54748319
(주)제주반도체,080220,2019/12,109039431,156782564,-3920235,13390390,0,78379778,78402786,19941355,34621726,5605684,0,17540862
(주)제테마,216080,2019/12,13300388,62286133,-14724378,3030370,0,28348568,33937565,16861876,40009040,-10734910,0,-34792130
(주)젬백스&카엘,082270,2019/12,40814302,174386962,-79331556,51092644,0,67108563,107278398,20070562,69439699,-5625252,0,-151505163
(주)젬백스링크,064800,2019/12,95229707,202478365,3940892,2088187,0,52884327,149594038,22749283,147088588,6158853,0,23695836
(주)조이시티,067000,2019/12,102530425,65213593,-1449336,7551483,0,39461403,25752190,93552138,27075193,8978287,0,4293836
(주)좋은사람들,033340,2019/12,126695428,112005329,-10338492,1988285,0,35049856,76955473,70043395,36794161,-9201425,0,31175280
(주)중앙디앤엠,051980,2019/12,7056678,33330121,-6839137,1450306,0,8879446,24450675,3893533,12429114,-6505274,0,-15753187
(주)중앙백신연구소,072020,2019/12,32902915,96567450,1854213,13397990,0,10200164,86367286,11239048,54217381,2712903,0,55393445
(주)중앙에너비스,000440,2019/12,65687919,61525322,607714,74412,0,16450714,45074608,11135137,56939946,630966,0,21566034
(주)지노믹트리,228760,2019/12,281626,113633385,-10194766,32347968,0,4713886,108919499,9038971,22144810,-9490036,0,-20347076
(주)지니뮤직,043610,2019/12,230468779,233880648,7314177,25356133,0,81194527,152686121,57291528,87468508,8127068,0,-6496116
(주)지니틱스,303030,2019/12,54945069,42753858,446199,8369103,0,14149155,28604703,10570731,11068137,5429890,0,215557
(주)지란지교시큐리티,208350,2019/12,24522614,49049508,2848790,6047254,0,12955534,36093975,7066827,38031221,2785641,0,6462029
(주)지씨셀,144510,2019/12,55263792,64917128,1690838,13336323,0,16856648,48060481,17553868,46437983,-3476260,0,6884694
(주)지어소프트,051160,2019/12,50464481,18839197,-658317,3249488,0,10368941,8470256,7492857,8594810,349669,0,-28139154
(주)지에스이,053050,2019/12,136363228,159269231,4293621,3919995,0,90135859,69133372,18543646,124804510,5593577,0,29393276
(주)지에스홈쇼핑,028150,2019/12,1194599575,1426568431,106602507,137582955,0,281309280,1145259150,703254060,784434739,120049948,0,1109957937
(주)지엔씨에너지,119850,2019/12,120307775,118854145,5515583,6552600,0,41709025,77145120,3929854,59700685,5924608,0,53433575
(주)지엔코,065060,2019/12,101363573,172054008,-23480171,3931290,0,78757398,93296610,58411842,125815106,779371,0,-63923960
