,회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS),매출액(수익)(*)(IFRS연결),매출액증가율
428,(주)비트컴퓨터,32850,17-Dec,31554469,31905155,-8.320962255
429,(주)빅솔론,93190,16-Dec,80774588,87574944,
430,(주)빅솔론,93190,17-Dec,80933343,89445133,2.13552977
431,(주)빅텍,65450,16-Dec,38351993,38351993,
432,(주)빅텍,65450,17-Dec,40828484,40828484,6.457268075
433,(주)사람인에이치알,143240,16-Dec,55357477,73701173,
434,(주)사람인에이치알,143240,17-Dec,52529118,81347113,10.37424465
435,(주)삼기,122350,16-Dec,309545066,304482853,
436,(주)삼기,122350,17-Dec,292542881,292561351,-3.915327869
437,(주)삼보판지,23600,16-Dec,112897265,326686710,
438,(주)삼보판지,23600,17-Dec,112996351,323858909,-0.865600257
439,(주)삼양옵틱스,225190,16-Dec,62780096,62786098,
440,(주)삼양옵틱스,225190,17-Dec,66264746,66272717,5.553170385
441,(주)삼일,32280,16-Dec,92546565,92546565,
442,(주)삼일,32280,17-Dec,90876304,90876304,-1.804779032
443,(주)삼일기업공사,2290,16-Dec,28242761,28242761,
444,(주)삼일기업공사,2290,17-Dec,56403800,56403800,99.71064444
445,(주)삼진,32750,16-Dec,79845355,98172878,
446,(주)삼진,32750,17-Dec,94929233,108784102,10.80871236
447,(주)삼진엘앤디,54090,16-Dec,106991896,256575199,
448,(주)삼진엘앤디,54090,17-Dec,85327336,220648773,-14.0022988
449,(주)삼표시멘트,38500,16-Dec,615637893,615909683,
450,(주)삼표시멘트,38500,17-Dec,670133332,671307465,8.994465184
451,(주)삼화네트웍스,46390,16-Dec,44578967,45701998,
452,(주)삼화네트웍스,46390,17-Dec,19835747,21001397,-54.04709221
453,(주)상보,27580,16-Dec,118572515,151681829,
454,(주)상보,27580,17-Dec,67228622,127789248,-15.75177538
455,(주)상상인,38540,16-Dec,84242953,334876891,
456,(주)상상인,38540,17-Dec,78190110,397628354,18.73866626
457,(주)상상인인더스트리,101000,16-Dec,128443782,128443782,
458,(주)상상인인더스트리,101000,17-Dec,90811825,95702436,-25.49079877
459,(주)상아프론테크,89980,16-Dec,132699208,156294805,
460,(주)상아프론테크,89980,17-Dec,132094365,153236134,-1.95698827
461,(주)상지카일룸,42940,16-Dec,5908248,5908248,
462,(주)상지카일룸,42940,17-Dec,8285055,13455342,127.7382737
463,(주)새로닉스,42600,16-Dec,54399417,117855468,
464,(주)새로닉스,42600,17-Dec,60885569,126219454,7.096816246
465,(주)서린바이오사이언스,38070,16-Dec,42414707,44889258,
466,(주)서린바이오사이언스,38070,17-Dec,39276798,42619342,-5.056701984
467,(주)서부티엔디,6730,16-Dec,55896750,55896750,
468,(주)서부티엔디,6730,17-Dec,57542734,57542734,2.944686408
469,(주)서산,79650,16-Dec,34610856,112560407,
470,(주)서산,79650,17-Dec,36335375,100372500,-10.82788107
471,(주)서연탑메탈,19770,16-Dec,130813469,205826875,
472,(주)서연탑메탈,19770,17-Dec,136758123,209952442,2.004386939
473,(주)서울리거,43710,16-Dec,18250443,18484248,
474,(주)서울리거,43710,17-Dec,14372479,14372479,-22.24471885
475,(주)서울옥션,63170,16-Dec,40944931,50852669,
476,(주)서울옥션,63170,17-Dec,33720282,54167584,6.518664733
477,(주)서울제약,18680,16-Dec,38068711,38068711,
478,(주)서울제약,18680,17-Dec,34051567,34051567,-10.55235098
479,(주)서원인텍,93920,16-Dec,202527795,357572859,
480,(주)서원인텍,93920,17-Dec,169691592,284134788,-20.5379321
481,(주)서전기전,189860,16-Dec,50014596,50190070,
482,(주)서전기전,189860,17-Dec,50168944,50168944,-0.042091992
483,(주)서진시스템,178320,16-Dec,34209642,165870701,
484,(주)서진시스템,178320,17-Dec,45690751,237945884,43.45263061
485,(주)서진오토모티브,122690,16-Dec,125957876,1292470378,
486,(주)서진오토모티브,122690,17-Dec,118551850,1238336209,-4.188426282
487,(주)서플러스글로벌,140070,16-Dec,99578759,100146990,
488,(주)서플러스글로벌,140070,17-Dec,109876116,111730233,11.56624178
489,(주)서한,11370,16-Dec,499551051,499551051,
490,(주)서한,11370,17-Dec,528692838,528692838,5.833595374
491,(주)서희건설,35890,16-Dec,1045442444,1073708295,
492,(주)서희건설,35890,17-Dec,1009135127,1033271360,-3.766100643
493,(주)선광,3100,16-Dec,80094576,128035830,
494,(주)선광,3100,17-Dec,82607404,143592261,12.15006065
495,(주)선익시스템,171090,16-Dec,143709381,143709381,
496,(주)선익시스템,171090,17-Dec,123595928,123595928,-13.99592209
497,(주)성광벤드,14620,16-Dec,191398817,203052900,
498,(주)성광벤드,14620,17-Dec,133488388,145746476,-28.22241101
499,(주)성도이엔지,37350,16-Dec,236676164,425580840,
500,(주)성도이엔지,37350,17-Dec,312491938,391339341,-8.045827204
501,(주)성우하이텍,15750,16-Dec,1279982494,3834290085,
502,(주)성우하이텍,15750,17-Dec,1210755015,3366358641,-12.2038613
503,(주)성창오토텍,80470,16-Dec,69476492,152715603,
504,(주)성창오토텍,80470,17-Dec,76025330,142953914,-6.392070495
505,(주)세동,53060,16-Dec,114182074,125538674,
506,(주)세동,53060,17-Dec,109625429,119281845,-4.983985254
507,(주)세보엠이씨,11560,16-Dec,359073552,387772567,
508,(주)세보엠이씨,11560,17-Dec,590307232,602536022,55.38387015
509,(주)세영디앤씨,52190,16-Dec,3016994,3016994,
510,(주)세영디앤씨,52190,17-Dec,7473240,11649229,286.12039
511,(주)세운메디칼,100700,16-Dec,52726295,56620143,
512,(주)세운메디칼,100700,17-Dec,56329261,61230473,8.142561562
513,(주)세원물산,24830,16-Dec,76143049,76143049,
514,(주)세원물산,24830,17-Dec,71892127,71892127,-5.582810323
515,(주)세중,39310,16-Dec,65609916,255119356,
516,(주)세중,39310,17-Dec,29646868,158350962,-37.93063589
517,(주)세진티에스,67770,16-Dec,22803459,32632699,
518,(주)세진티에스,67770,17-Dec,13607354,22828076,-30.04539404
519,(주)세코닉스,53450,16-Dec,313953544,312527836,
520,(주)세코닉스,53450,17-Dec,321574557,331101709,5.943109976
521,(주)세토피아,222810,16-Dec,14763962,14763962,
522,(주)세토피아,222810,17-Dec,14909489,14909489,0.985690697
523,(주)세화피앤씨,252500,16-Dec,,0,
524,(주)세화피앤씨,252500,17-Dec,32928605,32928605,inf
525,(주)셀루메드,49180,16-Dec,10044283,9813992,
526,(주)셀루메드,49180,17-Dec,18382473,21608625,120.1818078
527,(주)셀바스에이아이,108860,16-Dec,13797102,35440728,
528,(주)셀바스에이아이,108860,17-Dec,17824699,46866565,32.23928414
529,(주)셀바스헬스케어,208370,16-Dec,20575800,23086797,
530,(주)셀바스헬스케어,208370,17-Dec,28175434,29575768,28.10684826
531,(주)셀트리온제약,68760,16-Dec,101569415,104811184,
532,(주)셀트리온제약,68760,17-Dec,129529518,135860256,29.62381572
533,(주)셀트리온헬스케어,91990,16-Dec,746172958,756437354,
534,(주)셀트리온헬스케어,91990,17-Dec,923764212,921499987,21.8210579
535,(주)셀피글로벌,68940,16-Dec,24657740,24657740,
536,(주)셀피글로벌,68940,17-Dec,27189791,27191581,10.2760472
537,(주)소리바다,53110,16-Dec,27664565,39250560,
538,(주)소리바다,53110,17-Dec,26193983,54007575,37.59695403
539,(주)소프트센,32680,16-Dec,115742385,115742385,
540,(주)소프트센,32680,17-Dec,142514026,142514026,23.13036922
541,(주)손오공,66910,16-Dec,123715302,129315003,
542,(주)손오공,66910,17-Dec,98724379,104074946,-19.5182743
543,(주)솔고바이오메디칼,43100,16-Dec,19645066,23721925,
544,(주)솔고바이오메디칼,43100,17-Dec,19591331,23210535,-2.155769399
545,(주)솔루에타,154040,16-Dec,49594338,140395878,
546,(주)솔루에타,154040,17-Dec,41819776,155927912,11.06302708
547,(주)솔본,35610,16-Dec,3515751,79000441,
548,(주)솔본,35610,17-Dec,3161733,74108667,-6.192084421
549,(주)쇼박스,86980,16-Dec,125931981,125931981,
550,(주)쇼박스,86980,17-Dec,102706678,102706678,-18.44273616
551,(주)수산아이앤티,50960,16-Dec,16254773,16254773,
552,(주)수산아이앤티,50960,17-Dec,16391345,16391345,0.840196292
553,(주)슈프리마,236200,16-Dec,42100257,42182326,
554,(주)슈프리마,236200,17-Dec,46768748,47062107,11.56830707
555,(주)슈프리마에이치큐,94840,16-Dec,26724206,32115990,
556,(주)슈프리마에이치큐,94840,17-Dec,18014490,28628445,-10.85921686
557,(주)슈피겐코리아,192440,16-Dec,130791110,179260110,
558,(주)슈피겐코리아,192440,17-Dec,162891118,224993661,25.51239704
559,(주)스마트솔루션즈,136510,16-Dec,12513845,12497160,
560,(주)스마트솔루션즈,136510,17-Dec,25018220,25027290,100.2638199
561,(주)스맥,99440,16-Dec,122369486,122781553,
562,(주)스맥,99440,17-Dec,161850280,161130468,31.23345003
563,(주)스카이문스테크놀로지,33790,16-Dec,13085003,13085003,
564,(주)스카이문스테크놀로지,33790,17-Dec,13471809,13458871,2.857225176
565,(주)스킨앤스킨,159910,16-Dec,15277789,38353435,
566,(주)스킨앤스킨,159910,17-Dec,16411014,29874487,-22.10740185
567,(주)스타플렉스,115570,16-Dec,86728447,85305534,
568,(주)스타플렉스,115570,17-Dec,83505468,86988215,1.972534396
569,(주)스튜디오산타클로스엔터테인먼트,204630,16-Dec,27274346,29076105,
570,(주)스튜디오산타클로스엔터테인먼트,204630,17-Dec,37618724,46522005,60.0008151
571,(주)스페이스솔루션,245030,16-Dec,,0,
572,(주)스페이스솔루션,245030,17-Dec,,0,
573,(주)스페코,13810,16-Dec,50452747,84304231,
574,(주)스페코,13810,17-Dec,37963619,68786456,-18.40687569
575,(주)승일,49830,16-Dec,138451583,138451583,
576,(주)승일,49830,17-Dec,135816978,135816978,-1.902907098
577,(주)시공테크,20710,16-Dec,74105042,80798733,
578,(주)시공테크,20710,17-Dec,164757329,173114089,114.2534698
579,(주)시너지이노베이션,48870,16-Dec,7489098,17476573,
580,(주)시너지이노베이션,48870,17-Dec,6189799,34197705,95.67740769
581,(주)시노펙스,25320,16-Dec,108769971,155021724,
582,(주)시노펙스,25320,17-Dec,130717223,181187121,16.87853568
583,(주)시스웍,269620,16-Dec,24177526,24293569,
584,(주)시스웍,269620,17-Dec,30441340,31381567,29.1764376
585,(주)시큐브,131090,16-Dec,15144604,15151907,
586,(주)시큐브,131090,17-Dec,15173425,15259224,0.708273883
587,(주)시티랩스,139050,16-Dec,36297715,37514190,
588,(주)시티랩스,139050,17-Dec,30345343,49340104,31.52384204
589,(주)신진에스엠,138070,16-Dec,38473668,49757132,
590,(주)신진에스엠,138070,17-Dec,43813246,56975933,14.50807293
591,(주)신화콘텍,187270,16-Dec,35696476,35206911,
592,(주)신화콘텍,187270,17-Dec,54676039,55347069,57.20512657
593,(주)심텍,222800,16-Dec,763387057,792025672,
594,(주)심텍,222800,17-Dec,768547060,811565475,2.467066876
595,(주)심텍홀딩스,36710,16-Dec,3706416,789990045,
596,(주)심텍홀딩스,36710,17-Dec,3312567,812440662,2.841886065
597,(주)싸이맥스,160980,16-Dec,73175922,73175922,
598,(주)싸이맥스,160980,17-Dec,162316317,164085573,124.2343773
599,(주)썬테크놀로지스,122800,16-Dec,25054557,25054557,
600,(주)썬테크놀로지스,122800,17-Dec,15229793,15229793,-39.2134812
601,(주)썸에이지,208640,16-Dec,6014041,6052265,
602,(주)썸에이지,208640,17-Dec,3169449,3554861,-41.26395655
603,(주)쎄노텍,222420,16-Dec,40158048,40158048,
604,(주)쎄노텍,222420,17-Dec,40468377,40468377,0.772769135
605,(주)쎄니트,37760,16-Dec,64290579,115747171,
606,(주)쎄니트,37760,17-Dec,71397755,126227417,9.054429503
607,(주)쎄트렉아이,99320,16-Dec,29629299,34238374,
608,(주)쎄트렉아이,99320,17-Dec,37505777,42762139,24.89535572
609,(주)쎌바이오텍,49960,16-Dec,56495597,58275831,
610,(주)쎌바이오텍,49960,17-Dec,58870734,61056741,4.771978284
611,(주)쏠리드,50890,16-Dec,168360838,291489405,
612,(주)쏠리드,50890,17-Dec,169279702,259308877,-11.04003351
613,(주)씨씨에스충북방송,66790,16-Dec,20916836,20908297,
614,(주)씨씨에스충북방송,66790,17-Dec,21263187,21259587,1.680146403
615,(주)씨에스,65770,16-Dec,48436321,48504592,
616,(주)씨에스,65770,17-Dec,43326430,43330916,-10.6663633
617,(주)씨에스에이코스믹,83660,16-Dec,34487398,34487398,
618,(주)씨에스에이코스믹,83660,17-Dec,30497697,31466024,-8.760805904
619,(주)씨엔플러스,115530,16-Dec,24036246,24797770,
620,(주)씨엔플러스,115530,17-Dec,26853889,28849965,16.34096534
621,(주)씨엠에스에듀,225330,16-Dec,54227208,56033587,
622,(주)씨엠에스에듀,225330,17-Dec,61922125,63999760,14.21678216
623,(주)씨유메디칼시스템,115480,16-Dec,50583903,54576580,
624,(주)씨유메디칼시스템,115480,17-Dec,55088654,58347211,6.908881062
625,(주)씨제이이엔엠,35760,16-Dec,1095911240,2208596188,
626,(주)씨제이이엔엠,35760,17-Dec,1136458706,2260006796,2.327750463
627,(주)씨젠,96530,16-Dec,58186498,73693589,
628,(주)씨젠,96530,17-Dec,70031261,87662545,18.95545622
629,(주)씨티네트웍스,189540,16-Dec,,0,
630,(주)씨티네트웍스,189540,17-Dec,,0,
631,(주)씨티씨바이오,60590,16-Dec,93553652,123145793,
632,(주)씨티씨바이오,60590,17-Dec,91354880,130558989,6.019853232
633,(주)씨티케이,260930,16-Dec,133888368,133888368,
634,(주)씨티케이,260930,17-Dec,112990498,112990498,-15.60842836
635,(주)아가방앤컴퍼니,13990,16-Dec,142243066,150255367,
636,(주)아가방앤컴퍼니,13990,17-Dec,134128796,140860568,-6.252554692
637,(주)아나패스,123860,16-Dec,99299891,99299891,
638,(주)아나패스,123860,17-Dec,87058623,87058623,-12.32757446
639,(주)아난티,25980,16-Dec,40949167,134925438,
640,(주)아난티,25980,17-Dec,39910347,150455721,11.51027058
641,(주)아리온테크놀로지,58220,16-Dec,42631874,46037493,
642,(주)아리온테크놀로지,58220,17-Dec,40595527,51742898,12.39295328
643,(주)아모텍,52710,16-Dec,266596340,295988037,
644,(주)아모텍,52710,17-Dec,288584654,315448056,6.574596459
645,(주)아미노로직스,74430,16-Dec,16365960,16365960,
646,(주)아미노로직스,74430,17-Dec,16835420,16835420,2.868514893
647,(주)아바코,83930,16-Dec,199612659,199678325,
648,(주)아바코,83930,17-Dec,185505840,186078757,-6.810738221
649,(주)아바텍,149950,16-Dec,78863764,78863764,
650,(주)아바텍,149950,17-Dec,95628780,95628780,21.25819914
651,(주)아스타,246720,16-Dec,239586,239586,
652,(주)아스타,246720,17-Dec,2073930,1033962,331.5619444
653,(주)아스트,67390,16-Dec,90103341,87889701,
654,(주)아스트,67390,17-Dec,92788560,97205917,10.59989498
655,(주)아시아경제,127710,16-Dec,33960861,60334065,
656,(주)아시아경제,127710,17-Dec,35016236,54258166,-10.0704287
657,(주)아우딘퓨쳐스,227610,16-Dec,56780137,56780137,
658,(주)아우딘퓨쳐스,227610,17-Dec,51015104,51015104,-10.15325659
659,(주)아이디스,143160,16-Dec,106710351,129510825,
660,(주)아이디스,143160,17-Dec,93642353,95158879,-26.52438204
661,(주)아이디스홀딩스,54800,16-Dec,10135284,441398463,
662,(주)아이디스홀딩스,54800,17-Dec,10190466,438219714,-0.720154071
663,(주)아이센스,99190,16-Dec,124070742,132468197,
664,(주)아이센스,99190,17-Dec,137479379,156963801,18.49168673
665,(주)아이씨디,40910,16-Dec,230909154,230909154,
666,(주)아이씨디,40910,17-Dec,311847748,311847748,35.05213743
667,(주)아이앤씨테크놀로지,52860,16-Dec,28428226,30300574,
668,(주)아이앤씨테크놀로지,52860,17-Dec,41339721,42928877,41.67677814
669,(주)아이에스시,95340,16-Dec,80255704,93636334,
670,(주)아이에스시,95340,17-Dec,98990640,114082893,21.83613788
671,(주)아이에스이커머스,69920,16-Dec,24598502,78625907,
672,(주)아이에스이커머스,69920,17-Dec,36484877,36484877,-53.59687615
673,(주)아이에이,38880,16-Dec,55964170,75870439,
674,(주)아이에이,38880,17-Dec,43547754,60756810,-19.9203131
675,(주)아이엠,101390,16-Dec,153657473,192429817,
676,(주)아이엠,101390,17-Dec,232605382,249371615,29.59094328
677,(주)아이엠비씨,52220,16-Dec,60344209,67239151,
678,(주)아이엠비씨,52220,17-Dec,50649210,57402132,-14.62989769
679,(주)아이엠텍,226350,16-Dec,81087813,81087813,
680,(주)아이엠텍,226350,17-Dec,69006125,69006125,-14.89951147
681,(주)아이오케이컴퍼니,78860,16-Dec,13482393,13482393,
682,(주)아이오케이컴퍼니,78860,17-Dec,18156364,18379991,36.32588072
683,(주)아이윈,90150,16-Dec,87644016,105799217,
684,(주)아이윈,90150,17-Dec,88397474,97190531,-8.136814472
685,(주)아이윈플러스,123010,16-Dec,28780467,28780467,
686,(주)아이윈플러스,123010,17-Dec,14183309,14183309,-50.71897548
687,(주)아이즈비전,31310,16-Dec,38153741,159805659,
688,(주)아이즈비전,31310,17-Dec,27539736,167068035,4.544504898
689,(주)아이컴포넌트,59100,16-Dec,53616520,53616520,
690,(주)아이컴포넌트,59100,17-Dec,24520294,24520294,-54.26727807
691,(주)아이톡시,52770,16-Dec,37422701,37422701,
692,(주)아이톡시,52770,17-Dec,21083673,21083673,-43.66073951
693,(주)아이티센,124500,16-Dec,141084763,273654423,
694,(주)아이티센,124500,17-Dec,154028752,311549095,13.84763732
695,(주)아이티엑스에이아이,99520,16-Dec,24517261,24517261,
696,(주)아이티엑스에이아이,99520,17-Dec,31094349,31094349,26.82635715
697,(주)아즈텍더블유비이,32080,16-Dec,52568059,52568059,
698,(주)아즈텍더블유비이,32080,17-Dec,34436524,34436524,-34.49154362
699,(주)아진엑스텍,59120,16-Dec,17565366,17565366,
700,(주)아진엑스텍,59120,17-Dec,30704497,30704497,74.80135057
701,(주)아프리카티비,67160,16-Dec,78984486,79830292,
702,(주)아프리카티비,67160,17-Dec,94003216,94552465,18.44183784
703,(주)안랩,53800,16-Dec,140810131,142879622,
704,(주)안랩,53800,17-Dec,147618546,150259297,5.164959773
705,(주)안트로젠,65660,16-Dec,4896068,4896068,
706,(주)안트로젠,65660,17-Dec,5357319,5357319,9.420845462
707,(주)알로이스,271400,16-Dec,,0,
708,(주)알로이스,271400,17-Dec,,0,
709,(주)알에프세미,96610,16-Dec,60033005,64179251,
710,(주)알에프세미,96610,17-Dec,60373884,62185137,-3.107100767
711,(주)알에프텍,61040,16-Dec,159514610,321992443,
712,(주)알에프텍,61040,17-Dec,133329132,287143154,-10.82301456
713,(주)알엔투테크놀로지,148250,16-Dec,12040103,12040103,
714,(주)알엔투테크놀로지,148250,17-Dec,14390958,14390958,19.52520672
715,(주)알테오젠,196170,16-Dec,2334238,6843720,
716,(주)알테오젠,196170,17-Dec,2469485,12104356,76.8680776
717,(주)알톤스포츠,123750,16-Dec,52367346,52560248,
718,(주)알톤스포츠,123750,17-Dec,42617058,43446206,-17.34018074
719,(주)알티캐스트,85810,16-Dec,59423299,65415904,
720,(주)알티캐스트,85810,17-Dec,62148556,70643136,7.990766282
721,(주)알파홀딩스,117670,16-Dec,56641148,56639827,
722,(주)알파홀딩스,117670,17-Dec,69674265,69995825,23.58057697
723,(주)액션스퀘어,205500,16-Dec,3958085,3958085,
724,(주)액션스퀘어,205500,17-Dec,9402123,9402123,137.5422205
725,(주)액토즈소프트,52790,16-Dec,36063675,72386383,
726,(주)액토즈소프트,52790,17-Dec,34798015,55399431,-23.46705457
727,(주)앤디포스,238090,16-Dec,70582568,70582568,
728,(주)앤디포스,238090,17-Dec,52344188,52344188,-25.83977959
729,(주)앤씨앤,92600,16-Dec,60989966,64056482,
730,(주)앤씨앤,92600,17-Dec,41222922,53399310,-16.63714845
731,(주)야스,255440,16-Dec,82981673,82981673,
732,(주)야스,255440,17-Dec,86244464,86546664,4.296118494
733,(주)어스앤에어로스페이스,263540,16-Dec,28814071,28814071,
734,(주)어스앤에어로스페이스,263540,17-Dec,30086064,30086064,4.414485548
735,(주)얼라인드제네틱스,238120,16-Dec,4478562,4711534,
736,(주)얼라인드제네틱스,238120,17-Dec,4975639,5636108,19.62363001
737,(주)에너토크,19990,16-Dec,26023692,26023692,
738,(주)에너토크,19990,17-Dec,24468473,24468473,-5.976165872
739,(주)에스디생명공학,217480,16-Dec,102027854,104692209,
740,(주)에스디생명공학,217480,17-Dec,102299024,127402379,21.69232096
741,(주)에스디시스템,121890,16-Dec,63561565,63561565,
742,(주)에스디시스템,121890,17-Dec,55362066,55362066,-12.90008986
743,(주)에스마크,30270,16-Dec,25081505,28428152,
744,(주)에스마크,30270,17-Dec,9315882,17074815,-39.93695053
745,(주)에스비에스콘텐츠허브,46140,16-Dec,257673244,257673244,
746,(주)에스비에스콘텐츠허브,46140,17-Dec,178248870,197964758,-23.1721715
747,(주)에스씨디,42110,16-Dec,131572665,134535550,
748,(주)에스씨디,42110,17-Dec,141249252,146294275,8.740236317
749,(주)에스아이리소스,65420,16-Dec,13410932,25212000,
750,(주)에스아이리소스,65420,17-Dec,17472745,33368170,32.35034904
751,(주)에스앤더블류,103230,16-Dec,42197864,42197864,
752,(주)에스앤더블류,103230,17-Dec,32736658,32736658,-22.4210543
753,(주)에스앤에스텍,101490,16-Dec,54012868,54012868,
754,(주)에스앤에스텍,101490,17-Dec,53899317,53899317,-0.210229533
755,(주)에스에너지,95910,16-Dec,281185930,304638920,
756,(주)에스에너지,95910,17-Dec,198474507,231105250,-24.1379762
757,(주)에스에이엠티,31330,16-Dec,1063479333,1063479333,
758,(주)에스에이엠티,31330,17-Dec,1212024348,1212024348,13.96783279
759,(주)에스에이티,60540,16-Dec,29815304,84693323,
760,(주)에스에이티,158300,16-Dec,24189360,24311212,-71.29500752
761,(주)에스에이티,158300,17-Dec,25498196,25545359,5.076451968
762,(주)에스에이티,60540,17-Dec,43531527,97309966,280.9301173
763,(주)에스에프씨,112240,16-Dec,47400350,47400350,
764,(주)에스에프씨,112240,17-Dec,43856578,44615639,-5.874874342
765,(주)에스에프에이,56190,16-Dec,849971815,1319748301,
766,(주)에스에프에이,56190,17-Dec,1313864576,1920384917,45.51145211
767,(주)에스에프에이반도체,36540,16-Dec,269659372,429214599,
768,(주)에스에프에이반도체,36540,17-Dec,293000759,449558231,4.7397344
769,(주)에스엘바이오닉스,214310,16-Dec,59174840,59330985,
770,(주)에스엘바이오닉스,214310,17-Dec,47652516,48020218,-19.06384497
771,(주)에스엠라이프디자인그룹,63440,16-Dec,11371357,11371357,
772,(주)에스엠라이프디자인그룹,63440,17-Dec,31503168,33280384,192.6685355
773,(주)에스엠엔터테인먼트,41510,16-Dec,202127701,349870229,
774,(주)에스엠엔터테인먼트,41510,17-Dec,216128551,365386504,4.434865763
775,(주)에스엠컬처앤콘텐츠,48550,16-Dec,90041933,95394112,
776,(주)에스엠컬처앤콘텐츠,48550,17-Dec,50524355,88565311,-7.158514144
777,(주)에스엠코어,7820,16-Dec,48819058,50388628,
778,(주)에스엠코어,7820,17-Dec,71252475,72414808,43.71260118
779,(주)에스제이케이,80440,16-Dec,12303668,12908475,
780,(주)에스제이케이,80440,17-Dec,7883807,8771196,-32.05087355
781,(주)에스지엔지,40610,16-Dec,48507191,1199996426,
782,(주)에스지엔지,40610,17-Dec,55141217,1217586997,1.465885283
783,(주)에스코넥,96630,16-Dec,190637159,334554748,
784,(주)에스코넥,96630,17-Dec,129165691,365629927,9.288518303
785,(주)에스텍파마,41910,16-Dec,43385843,43397040,
786,(주)에스텍파마,41910,17-Dec,38174581,38213541,-11.94436072
787,(주)에스티아이,39440,16-Dec,177369440,180384449,
788,(주)에스티아이,39440,17-Dec,282967159,287012566,59.1115906
789,(주)에스티오,98660,16-Dec,98811339,100535861,
790,(주)에스티오,98660,17-Dec,89586610,90839468,-9.644710756
791,(주)에스티큐브,52020,16-Dec,15263722,15263722,
792,(주)에스티큐브,52020,17-Dec,8460728,8460728,-44.56969277
793,(주)에스폴리텍,50760,16-Dec,117274954,117696775,
794,(주)에스폴리텍,50760,17-Dec,122209735,122283422,3.897003125
795,(주)에스피지,58610,16-Dec,133513413,152272422,
796,(주)에스피지,58610,17-Dec,238208029,295751093,94.22498777
797,(주)에쎈테크,43340,16-Dec,72916738,72916738,
798,(주)에쎈테크,43340,17-Dec,66131227,66131227,-9.305834553
799,(주)에이디칩스,54630,16-Dec,22952939,25298566,
800,(주)에이디칩스,54630,17-Dec,18617247,18617247,-26.4098724
801,(주)에이디테크놀로지,200710,16-Dec,21413544,22667923,
802,(주)에이디테크놀로지,200710,17-Dec,32204669,32204669,42.07154753
803,(주)에이루트,96690,16-Dec,33833694,33960104,
804,(주)에이루트,96690,17-Dec,36423753,36658646,7.946212414
805,(주)에이비프로바이오,195990,16-Dec,43802072,49520835,
806,(주)에이비프로바이오,195990,17-Dec,24935559,45943801,-7.223290964
807,(주)에이스침대,3800,16-Dec,202862486,203651325,
808,(주)에이스침대,3800,17-Dec,205743807,206082706,1.193894025
809,(주)에이스테크놀로지,88800,16-Dec,212352035,322117339,
810,(주)에이스테크놀로지,88800,17-Dec,258444809,351616055,9.157754777
811,(주)에이치디,102210,16-Dec,55364138,103386065,
812,(주)에이치디,102210,17-Dec,27580507,41678313,-59.68672084
813,(주)에이치비테크놀러지,78150,16-Dec,270465702,270465702,
814,(주)에이치비테크놀러지,78150,17-Dec,285223838,285223838,5.456564692
815,(주)에이치시티,72990,16-Dec,27683667,28240813,
816,(주)에이치시티,72990,17-Dec,27209299,27878325,-1.283560781
817,(주)에이치알에스,36640,16-Dec,53857470,56490991,
818,(주)에이치알에스,36640,17-Dec,63060204,67720042,19.87759606
819,(주)에이치엘사이언스,239610,16-Dec,34431546,34431546,
820,(주)에이치엘사이언스,239610,17-Dec,40197225,40197225,16.74533871
821,(주)에이치케이,44780,16-Dec,54110902,61788534,
822,(주)에이치케이,44780,17-Dec,54008598,57186686,-7.447737795
823,(주)에이텍,45660,16-Dec,120049859,120049859,
824,(주)에이텍,45660,17-Dec,106326664,106326664,-11.43124625
825,(주)에이텍티앤,224110,16-Dec,36048674,36048674,
826,(주)에이텍티앤,224110,17-Dec,31068764,40937913,13.56288167
827,(주)에이트원,230980,16-Dec,8281760,8281760,
828,(주)에이트원,230980,17-Dec,8199432,8199432,-0.994088213
829,(주)에이티세미콘,89530,16-Dec,89285903,89285903,
830,(주)에이티세미콘,89530,17-Dec,103239769,103239769,15.62829689
831,(주)에이팩트,200470,16-Dec,15878385,15878385,
832,(주)에이팩트,200470,17-Dec,22643454,22643454,42.60552317
833,(주)에이팸,73070,16-Dec,81961409,81686182,
834,(주)에이팸,73070,17-Dec,81475836,82326520,0.783900024
835,(주)에이프로젠헬스케어앤게임즈,109960,16-Dec,15427119,15423603,
836,(주)에이프로젠헬스케어앤게임즈,109960,17-Dec,11324491,11242042,-27.11144082
837,(주)에치에프알,230240,16-Dec,,0,
838,(주)에치에프알,230240,17-Dec,,0,
839,(주)에코마케팅,230360,16-Dec,16630255,16642127,
840,(주)에코마케팅,230360,17-Dec,20194727,24092472,44.76798549
841,(주)에코프로,86520,16-Dec,72912931,170483368,
842,(주)에코프로,86520,17-Dec,40605615,329012475,92.98801922
843,(주)에프알텍,73540,16-Dec,21926802,21932679,
844,(주)에프알텍,73540,17-Dec,23253122,23215136,5.847242829
845,(주)에프앤리퍼블릭,64090,16-Dec,17938392,54679135,
846,(주)에프앤리퍼블릭,64090,17-Dec,65211588,77374491,41.50642837
847,(주)에프에스엔,214270,16-Dec,31453004,32484436,
848,(주)에프에스엔,214270,17-Dec,27292458,34193103,5.259955875
849,(주)에프에스티,36810,16-Dec,111881400,112326475,
850,(주)에프에스티,36810,17-Dec,191104354,191695210,70.65897421
851,(주)에프엔씨엔터테인먼트,173940,16-Dec,53707136,91417169,
